title,cuisine,ingredients,steps,url
Bean Chili,,12,4,https://en.wikibooks.org/wiki/Cookbook%3ABean_Chili
Beef Curry,,9,13,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Curry
Bean Soup (Vegetarian),,10,12,https://en.wikibooks.org/wiki/Cookbook%3ABean_Soup_%28Vegetarian%29
Bean and Rice Bake,,11,7,https://en.wikibooks.org/wiki/Cookbook%3ABean_and_Rice_Bake
"Beef Tongue with Chiles, Corn and Tomato (Lengua de Res)",,8,5,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Tongue_with_Chiles%2C_Corn_and_Tomato_%28Lengua_de_Res%29
Beer Batter,,7,3,https://en.wikibooks.org/wiki/Cookbook%3ABeer_Batter
Beef Pasties,,10,11,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Pasties
Beer-can Chicken,,4,12,https://en.wikibooks.org/wiki/Cookbook%3ABeer-can_Chicken
Bean and Bacon Bake,American,6,9,https://en.wikibooks.org/wiki/Cookbook%3ABean_and_Bacon_Bake
Bean and Green Chili Soup,,5,6,https://en.wikibooks.org/wiki/Cookbook%3ABean_and_Green_Chili_Soup
Beer Cheese Risotto,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ABeer_Cheese_Risotto
Beet-Pickled Eggs,,5,9,https://en.wikibooks.org/wiki/Cookbook%3ABeet-Pickled_Eggs
Beef Carpaccio I,Italian,7,6,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Carpaccio_I
Beef Carpaccio II,Italian,7,4,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Carpaccio_II
Beef and Vegetable Kabobs,,13,3,https://en.wikibooks.org/wiki/Cookbook%3ABeef_and_Vegetable_Kabobs
Beef Stir-Fry,,13,5,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Stir-Fry
Bell Pepper Chili,American,9,8,https://en.wikibooks.org/wiki/Cookbook%3ABell_Pepper_Chili
Beef Tenderloin Steak,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Tenderloin_Steak
Beef Stew II,,13,5,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Stew_II
Bean Balls,,6,9,https://en.wikibooks.org/wiki/Cookbook%3ABean_Balls
Beef and Gizzard Sauce,,18,6,https://en.wikibooks.org/wiki/Cookbook%3ABeef_and_Gizzard_Sauce
Beef Burgers with Onion,,8,5,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Burgers_with_Onion
Behari Kabab,,15,5,https://en.wikibooks.org/wiki/Cookbook%3ABehari_Kabab
Beef Muchomo (Ugandan Beef Skewers),,9,7,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Muchomo_%28Ugandan_Beef_Skewers%29
Benachin (Gambian Rice with Meat and Vegetables),,16,11,https://en.wikibooks.org/wiki/Cookbook%3ABenachin_%28Gambian_Rice_with_Meat_and_Vegetables%29
Benechin Kunkujang (Gambian Seasoned Rice and Lamb),,17,12,https://en.wikibooks.org/wiki/Cookbook%3ABenechin_Kunkujang_%28Gambian_Seasoned_Rice_and_Lamb%29
Beef Skewers with Baguette Slices,,12,10,https://en.wikibooks.org/wiki/Cookbook%3ABeef_Skewers_with_Baguette_Slices
Black-Eyed Peas and Kale,,10,3,https://en.wikibooks.org/wiki/Cookbook%3ABlack-Eyed_Peas_and_Kale
Bliny,,8,8,https://en.wikibooks.org/wiki/Cookbook%3ABliny
Bigos (Polish Cabbage Meat Stew),,8,5,https://en.wikibooks.org/wiki/Cookbook%3ABigos_%28Polish_Cabbage_Meat_Stew%29
Blueberry Pancakes,,12,5,https://en.wikibooks.org/wiki/Cookbook%3ABlueberry_Pancakes
Blueberry Muffin,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ABlueberry_Muffin
Binagoongan (Sautéed Pork with Shrimp Paste),,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABinagoongan_%28Saut%C3%A9ed_Pork_with_Shrimp_Paste%29
Blackberry Mush,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ABlackberry_Mush
Beurre Blanc,French,7,5,https://en.wikibooks.org/wiki/Cookbook%3ABeurre_Blanc
Bison Loaf,,10,3,https://en.wikibooks.org/wiki/Cookbook%3ABison_Loaf
Black Pepper Syrup,,4,2,https://en.wikibooks.org/wiki/Cookbook%3ABlack_Pepper_Syrup
Bizcochito (Cinnamon Anise Cookies) I,Mexican,8,8,https://en.wikibooks.org/wiki/Cookbook%3ABizcochito_%28Cinnamon_Anise_Cookies%29_I
Black Bean Chili,,16,4,https://en.wikibooks.org/wiki/Cookbook%3ABlack_Bean_Chili
Black Bean Stir-Fry,,17,12,https://en.wikibooks.org/wiki/Cookbook%3ABlack_Bean_Stir-Fry
Black Bean Soup and Salsa Verde,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ABlack_Bean_Soup_and_Salsa_Verde
Black Bean Soup,,12,11,https://en.wikibooks.org/wiki/Cookbook%3ABlack_Bean_Soup
Bison Meatballs Baked in Hoisin Sauce (Marvin),American,13,9,https://en.wikibooks.org/wiki/Cookbook%3ABison_Meatballs_Baked_in_Hoisin_Sauce_%28Marvin%29
Beurre à la Bourguignonne (Garlic Scallion Butter),French,6,3,https://en.wikibooks.org/wiki/Cookbook%3ABeurre_%C3%A0_la_Bourguignonne_%28Garlic_Scallion_Butter%29
Bhel Puri (Indian Puffed Rice and Vegetable Snack),,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABhel_Puri_%28Indian_Puffed_Rice_and_Vegetable_Snack%29
Black-Peppered Chicken Spaghetti,,12,6,https://en.wikibooks.org/wiki/Cookbook%3ABlack-Peppered_Chicken_Spaghetti
Blackened Sirloin,American,5,6,https://en.wikibooks.org/wiki/Cookbook%3ABlackened_Sirloin
Biryani,,20,13,https://en.wikibooks.org/wiki/Cookbook%3ABiryani
Bison à la Grecque,,16,6,https://en.wikibooks.org/wiki/Cookbook%3ABison_%C3%A0_la_Grecque
Blackberry Oat Bars (Gluten-Free),,11,7,https://en.wikibooks.org/wiki/Cookbook%3ABlackberry_Oat_Bars_%28Gluten-Free%29
Bint as-Saḥn (Yemenite Layered Pastry),,14,11,https://en.wikibooks.org/wiki/Cookbook%3ABint_as-Sa%E1%B8%A5n_%28Yemenite_Layered_Pastry%29
Biscuits II,,5,8,https://en.wikibooks.org/wiki/Cookbook%3ABiscuits_II
Biscuits III,,5,7,https://en.wikibooks.org/wiki/Cookbook%3ABiscuits_III
Biltong (Zambian Dried and Salted Meat),,8,6,https://en.wikibooks.org/wiki/Cookbook%3ABiltong_%28Zambian_Dried_and_Salted_Meat%29
Blue Cheese Dressing,,9,3,https://en.wikibooks.org/wiki/Cookbook%3ABlue_Cheese_Dressing
Biscuit Cake,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ABiscuit_Cake
Bicol Express,,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABicol_Express
Beurre Monté,,3,4,https://en.wikibooks.org/wiki/Cookbook%3ABeurre_Mont%C3%A9
User:Bmaxv/sandbox,,9,8,https://en.wikibooks.org/wiki/User%3ABmaxv/sandbox
Breaded Fried Oysters,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ABreaded_Fried_Oysters
Boeuf Bourguignon,French,11,9,https://en.wikibooks.org/wiki/Cookbook%3ABoeuf_Bourguignon
Brigadeiro (Brazilian Chocolate Fudge),,4,5,https://en.wikibooks.org/wiki/Cookbook%3ABrigadeiro_%28Brazilian_Chocolate_Fudge%29
Brazilian Shrimp and Cassava Sauce (Bobó de Camarao),,11,12,https://en.wikibooks.org/wiki/Cookbook%3ABrazilian_Shrimp_and_Cassava_Sauce_%28Bob%C3%B3_de_Camarao%29
Breakfast Burrito,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_Burrito
Boiled Custard,,7,9,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Custard
Brazilian Black Bean Soup,,11,3,https://en.wikibooks.org/wiki/Cookbook%3ABrazilian_Black_Bean_Soup
Bouballe (Sweetened Matzo Meal Omelette),,4,4,https://en.wikibooks.org/wiki/Cookbook%3ABouballe_%28Sweetened_Matzo_Meal_Omelette%29
Breakfast Waffles,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_Waffles
Breakfast Waffles (Gluten-Free),,7,7,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_Waffles_%28Gluten-Free%29
Boilo (Hot Spiced Citrus Whiskey),,6,6,https://en.wikibooks.org/wiki/Cookbook%3ABoilo_%28Hot_Spiced_Citrus_Whiskey%29
Bran Muffins,,9,5,https://en.wikibooks.org/wiki/Cookbook%3ABran_Muffins
Borhani (Spiced Yogurt Drink),Indian,12,3,https://en.wikibooks.org/wiki/Cookbook%3ABorhani_%28Spiced_Yogurt_Drink%29
Brandy Butter,,3,4,https://en.wikibooks.org/wiki/Cookbook%3ABrandy_Butter
Breaded Chicken Livers,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ABreaded_Chicken_Livers
Boxty (Irish Potato Cakes),,8,11,https://en.wikibooks.org/wiki/Cookbook%3ABoxty_%28Irish_Potato_Cakes%29
Bouchée à la Reine,French,10,10,https://en.wikibooks.org/wiki/Cookbook%3ABouch%C3%A9e_%C3%A0_la_Reine
Boliche (Cuban Chorizo-Stuffed Roast),,16,7,https://en.wikibooks.org/wiki/Cookbook%3ABoliche_%28Cuban_Chorizo-Stuffed_Roast%29
Boston Baked Beans,,9,5,https://en.wikibooks.org/wiki/Cookbook%3ABoston_Baked_Beans
Breaded Potato Wedges,,9,3,https://en.wikibooks.org/wiki/Cookbook%3ABreaded_Potato_Wedges
Braised Shortribs,,16,4,https://en.wikibooks.org/wiki/Cookbook%3ABraised_Shortribs
Breakfast Casserole,,10,4,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_Casserole
Brioche Stuffing,,12,3,https://en.wikibooks.org/wiki/Cookbook%3ABrioche_Stuffing
Bourbon Apples,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ABourbon_Apples
Bread Pudding,,8,8,https://en.wikibooks.org/wiki/Cookbook%3ABread_Pudding
Braised Beef Short Ribs,,11,16,https://en.wikibooks.org/wiki/Cookbook%3ABraised_Beef_Short_Ribs
Boiled Collard Greens,,9,6,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Collard_Greens
Boiled Cucumber and Grated Coconut (Pachadi),,7,7,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Cucumber_and_Grated_Coconut_%28Pachadi%29
Bolognese Sauce,,8,9,https://en.wikibooks.org/wiki/Cookbook%3ABolognese_Sauce
Bread Filled with Potato Curry (Pani Puri),Indian,16,5,https://en.wikibooks.org/wiki/Cookbook%3ABread_Filled_with_Potato_Curry_%28Pani_Puri%29
Braised Collard Greens,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ABraised_Collard_Greens
Booyah (Chicken Vegetable Stew),,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABooyah_%28Chicken_Vegetable_Stew%29
Bread with Tomato Sauce (Pappa al Pomodoro),Italian,7,6,https://en.wikibooks.org/wiki/Cookbook%3ABread_with_Tomato_Sauce_%28Pappa_al_Pomodoro%29
Breakfast Sludge,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_Sludge
Boiled Chicken with Broth,,6,5,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Chicken_with_Broth
Boiled Cocoyam,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Cocoyam
Boiled Sweet Potato,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Sweet_Potato
Boiled Ona (Nigerian Boiled Bitter Yam),,3,5,https://en.wikibooks.org/wiki/Cookbook%3ABoiled_Ona_%28Nigerian_Boiled_Bitter_Yam%29
Bonga Fish Domoda (Gambian Fish in Peanut Sauce),,13,11,https://en.wikibooks.org/wiki/Cookbook%3ABonga_Fish_Domoda_%28Gambian_Fish_in_Peanut_Sauce%29
Boule-Di (Senegalese Fish and Rice),,18,8,https://en.wikibooks.org/wiki/Cookbook%3ABoule-Di_%28Senegalese_Fish_and_Rice%29
Braai (Zambian Barbecue),,10,7,https://en.wikibooks.org/wiki/Cookbook%3ABraai_%28Zambian_Barbecue%29
Breakfast Dürüm,,12,6,https://en.wikibooks.org/wiki/Cookbook%3ABreakfast_D%C3%BCr%C3%BCm
Brown Rice with Ground Turkey,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Rice_with_Ground_Turkey
Bubble and Squeak,British,3,3,https://en.wikibooks.org/wiki/Cookbook%3ABubble_and_Squeak
Bulgur Burgers,,12,6,https://en.wikibooks.org/wiki/Cookbook%3ABulgur_Burgers
Bulgogi,,10,3,https://en.wikibooks.org/wiki/Cookbook%3ABulgogi
Bulgarian Meatball Soup (Supa Topcheta),,15,9,https://en.wikibooks.org/wiki/Cookbook%3ABulgarian_Meatball_Soup_%28Supa_Topcheta%29
Bulgarian Fresh Sausage (Kebapcheta),,5,5,https://en.wikibooks.org/wiki/Cookbook%3ABulgarian_Fresh_Sausage_%28Kebapcheta%29
Bulgarian Tripe Soup (Shkembe Chorba),,13,8,https://en.wikibooks.org/wiki/Cookbook%3ABulgarian_Tripe_Soup_%28Shkembe_Chorba%29
Bubble Tea,,5,3,https://en.wikibooks.org/wiki/Cookbook%3ABubble_Tea
Broccoli Burgers,,11,6,https://en.wikibooks.org/wiki/Cookbook%3ABroccoli_Burgers
Butter Tea,,4,3,https://en.wikibooks.org/wiki/Cookbook%3AButter_Tea
Buffalo Chicken Sandwich,American,11,6,https://en.wikibooks.org/wiki/Cookbook%3ABuffalo_Chicken_Sandwich
Browned Rice,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ABrowned_Rice
Buckeyes,,6,8,https://en.wikibooks.org/wiki/Cookbook%3ABuckeyes
Brown Sugar Icing,,4,3,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Sugar_Icing
Butterbeer,,6,3,https://en.wikibooks.org/wiki/Cookbook%3AButterbeer
Broccoli Salad,,9,4,https://en.wikibooks.org/wiki/Cookbook%3ABroccoli_Salad
Brown Sugar Nutmeg Cookies,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Sugar_Nutmeg_Cookies
Brown Sugar Brownies,American,6,9,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Sugar_Brownies
Brown Rice Casserole,American,6,7,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Rice_Casserole
Burgoo,,17,2,https://en.wikibooks.org/wiki/Cookbook%3ABurgoo
Bumbleberry Souffle,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ABumbleberry_Souffle
Burple Nurples,,5,6,https://en.wikibooks.org/wiki/Cookbook%3ABurple_Nurples
Bryndzové Halušky (Slovak Dumplings with Cheese),,5,7,https://en.wikibooks.org/wiki/Cookbook%3ABryndzov%C3%A9_Halu%C5%A1ky_%28Slovak_Dumplings_with_Cheese%29
Burrito Mix,,9,3,https://en.wikibooks.org/wiki/Cookbook%3ABurrito_Mix
Broccoli Kugel,,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABroccoli_Kugel
Buffalo Wings,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ABuffalo_Wings
Broiled Sirloin Steak,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ABroiled_Sirloin_Steak
Brown Gravy,,7,3,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Gravy
Burmese Pork Curry,,17,9,https://en.wikibooks.org/wiki/Cookbook%3ABurmese_Pork_Curry
British Christmas Pudding,British,10,5,https://en.wikibooks.org/wiki/Cookbook%3ABritish_Christmas_Pudding
Buckwheat Ginger Banana Cake with Chocolate,,9,7,https://en.wikibooks.org/wiki/Cookbook%3ABuckwheat_Ginger_Banana_Cake_with_Chocolate
Bua Loi (Rice Balls in Sweet Coconut Milk),,4,5,https://en.wikibooks.org/wiki/Cookbook%3ABua_Loi_%28Rice_Balls_in_Sweet_Coconut_Milk%29
Buttered Popcorn,,3,2,https://en.wikibooks.org/wiki/Cookbook%3AButtered_Popcorn
Brown Sauce (Hartshorne),,6,2,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Sauce_%28Hartshorne%29
Brown Butter Biscuits,,5,11,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Butter_Biscuits
Brown Sugar Mulling Spice Mix,,6,3,https://en.wikibooks.org/wiki/Cookbook%3ABrown_Sugar_Mulling_Spice_Mix
Caesar Salad,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACaesar_Salad
Campfire Trout,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACampfire_Trout
Cabbage Kimchi,,13,12,https://en.wikibooks.org/wiki/Cookbook%3ACabbage_Kimchi
Cabbage Rolls in Yogurt Sauce (Sarmi),,12,9,https://en.wikibooks.org/wiki/Cookbook%3ACabbage_Rolls_in_Yogurt_Sauce_%28Sarmi%29
Campfire Banana Boat,,3,6,https://en.wikibooks.org/wiki/Cookbook%3ACampfire_Banana_Boat
Campfire S'mores,,3,2,https://en.wikibooks.org/wiki/Cookbook%3ACampfire_S%27mores
Candied Yams,American,5,6,https://en.wikibooks.org/wiki/Cookbook%3ACandied_Yams
California Fusion Peach Salsa,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ACalifornia_Fusion_Peach_Salsa
Cabbage Salad,,5,3,https://en.wikibooks.org/wiki/Cookbook%3ACabbage_Salad
Candied Sweet Potatoes,,6,3,https://en.wikibooks.org/wiki/Cookbook%3ACandied_Sweet_Potatoes
Cake Brownies,,9,6,https://en.wikibooks.org/wiki/Cookbook%3ACake_Brownies
Callaloo (Caribbean Stewed Greens),,11,9,https://en.wikibooks.org/wiki/Cookbook%3ACallaloo_%28Caribbean_Stewed_Greens%29
Bête Noire (Flourless Chocolate Cake),,6,8,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%AAte_Noire_%28Flourless_Chocolate_Cake%29
Cachapa (Venezuelan Corn Pancakes),,7,3,https://en.wikibooks.org/wiki/Cookbook%3ACachapa_%28Venezuelan_Corn_Pancakes%29
Buttery Noodles with Cheese,,8,7,https://en.wikibooks.org/wiki/Cookbook%3AButtery_Noodles_with_Cheese
Cabbage Rolls in Tomato Sauce (Holubtsi),,8,12,https://en.wikibooks.org/wiki/Cookbook%3ACabbage_Rolls_in_Tomato_Sauce_%28Holubtsi%29
Candied Almonds (Brända mandlar),,4,4,https://en.wikibooks.org/wiki/Cookbook%3ACandied_Almonds_%28Br%C3%A4nda_mandlar%29
Cajun Red Beans and Rice,,9,7,https://en.wikibooks.org/wiki/Cookbook%3ACajun_Red_Beans_and_Rice
Calzone,Italian,5,7,https://en.wikibooks.org/wiki/Cookbook%3ACalzone
Cannoli,Italian,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACannoli
Béarnaise Sauce,,9,4,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%A9arnaise_Sauce
Butterscotch Sauce,,5,4,https://en.wikibooks.org/wiki/Cookbook%3AButterscotch_Sauce
Buñuelos (Sweet Fried Pastry),Mexican,9,6,https://en.wikibooks.org/wiki/Cookbook%3ABu%C3%B1uelos_%28Sweet_Fried_Pastry%29
Cannabutter,,3,6,https://en.wikibooks.org/wiki/Cookbook%3ACannabutter
Cajun Burger,,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACajun_Burger
Butternut Squash Soup,,7,6,https://en.wikibooks.org/wiki/Cookbook%3AButternut_Squash_Soup
Camotes Enmielados (Mexican Sweet Yams),Mexican,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACamotes_Enmielados_%28Mexican_Sweet_Yams%29
Béchamel Sauce (Louisiannaise),French,7,6,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%A9chamel_Sauce_%28Louisiannaise%29
Candied Apricots,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ACandied_Apricots
Cabbage Fufu,,3,7,https://en.wikibooks.org/wiki/Cookbook%3ACabbage_Fufu
Béchamel Sauce (Beeton),,10,5,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%A9chamel_Sauce_%28Beeton%29
Béchamel Sauce (Basic),,7,7,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%A9chamel_Sauce_%28Basic%29
Cameroon Koki Corn,,7,9,https://en.wikibooks.org/wiki/Cookbook%3ACameroon_Koki_Corn
Cachupa (Cape Verdean Corn Stew),,20,13,https://en.wikibooks.org/wiki/Cookbook%3ACachupa_%28Cape_Verdean_Corn_Stew%29
Canjeero (Somali Pancake),,6,11,https://en.wikibooks.org/wiki/Cookbook%3ACanjeero_%28Somali_Pancake%29
Calamansi Juice Drink,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ACalamansi_Juice_Drink
Cake Mix Cookies,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ACake_Mix_Cookies
Bánh chưng,,10,14,https://en.wikibooks.org/wiki/Cookbook%3AB%C3%A1nh_ch%C6%B0ng
Carpetbag Steak,,10,6,https://en.wikibooks.org/wiki/Cookbook%3ACarpetbag_Steak
Chakarai Pongal (Sweet Rice and Black Gram Pudding),Indian,9,9,https://en.wikibooks.org/wiki/Cookbook%3AChakarai_Pongal_%28Sweet_Rice_and_Black_Gram_Pudding%29
Carrot and Raisin Salad,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_and_Raisin_Salad
Carrots Cooked Kinpira Style,Japanese,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACarrots_Cooked_Kinpira_Style
Carrot Paprika Spread,,13,4,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Paprika_Spread
Century Egg with Ham and Ginger,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACentury_Egg_with_Ham_and_Ginger
Causa Rellena con Pollo (Peruvian Layered Potato and Chicken),,10,10,https://en.wikibooks.org/wiki/Cookbook%3ACausa_Rellena_con_Pollo_%28Peruvian_Layered_Potato_and_Chicken%29
Carrot Jam,,4,2,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Jam
Chalupa,Mexican,7,4,https://en.wikibooks.org/wiki/Cookbook%3AChalupa
Caramelized Sweet and Sour Onion Marmalade,Italian,6,5,https://en.wikibooks.org/wiki/Cookbook%3ACaramelized_Sweet_and_Sour_Onion_Marmalade
Champagne Vinaigrette,French,6,3,https://en.wikibooks.org/wiki/Cookbook%3AChampagne_Vinaigrette
Carbonara Pasta,Italian,9,8,https://en.wikibooks.org/wiki/Cookbook%3ACarbonara_Pasta
Cappelletti Pasta Soup (Cappelletti in Brodo),Italian,9,6,https://en.wikibooks.org/wiki/Cookbook%3ACappelletti_Pasta_Soup_%28Cappelletti_in_Brodo%29
"Cazuela Gallega (Egg, Ham, and Cheese Casserole)",,7,7,https://en.wikibooks.org/wiki/Cookbook%3ACazuela_Gallega_%28Egg%2C_Ham%2C_and_Cheese_Casserole%29
Carrot Salad,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Salad
Carrot Kugel,,9,9,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Kugel
Caponata (Sicilian Eggplant and Vegetables),Italian,13,5,https://en.wikibooks.org/wiki/Cookbook%3ACaponata_%28Sicilian_Eggplant_and_Vegetables%29
Caramelized Pineapple,,5,8,https://en.wikibooks.org/wiki/Cookbook%3ACaramelized_Pineapple
Cappucino Mousse,,5,3,https://en.wikibooks.org/wiki/Cookbook%3ACappucino_Mousse
Caramelized Raspberry Sauce,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ACaramelized_Raspberry_Sauce
Cao lầu (Vietnamese Pork Noodles with Greens),,16,7,https://en.wikibooks.org/wiki/Cookbook%3ACao_l%E1%BA%A7u_%28Vietnamese_Pork_Noodles_with_Greens%29
Carquinyoli (Catalan Almond Cookies),,8,9,https://en.wikibooks.org/wiki/Cookbook%3ACarquinyoli_%28Catalan_Almond_Cookies%29
Carrot and Coriander Soup,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_and_Coriander_Soup
Champ (Irish Mashed Potato with Scallion),,6,8,https://en.wikibooks.org/wiki/Cookbook%3AChamp_%28Irish_Mashed_Potato_with_Scallion%29
Cashew Gravy,,9,7,https://en.wikibooks.org/wiki/Cookbook%3ACashew_Gravy
Cassoulet,French,14,8,https://en.wikibooks.org/wiki/Cookbook%3ACassoulet
Carrot Pudding,,12,9,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Pudding
Central Texan Pinto Beans,,8,7,https://en.wikibooks.org/wiki/Cookbook%3ACentral_Texan_Pinto_Beans
Cape Malay Butter Chicken,,16,4,https://en.wikibooks.org/wiki/Cookbook%3ACape_Malay_Butter_Chicken
Caprese Salad,Italian,6,7,https://en.wikibooks.org/wiki/Cookbook%3ACaprese_Salad
Cauliflower Rice,,5,6,https://en.wikibooks.org/wiki/Cookbook%3ACauliflower_Rice
Cauliflower Cheese,,7,6,https://en.wikibooks.org/wiki/Cookbook%3ACauliflower_Cheese
Caramel Sauce II,,6,6,https://en.wikibooks.org/wiki/Cookbook%3ACaramel_Sauce_II
Carrot Cake Smoothie,,9,4,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Cake_Smoothie
Chadian Gilled Fish,,10,8,https://en.wikibooks.org/wiki/Cookbook%3AChadian_Gilled_Fish
Chadian Salad,,10,6,https://en.wikibooks.org/wiki/Cookbook%3AChadian_Salad
Carrot Fufu,,3,4,https://en.wikibooks.org/wiki/Cookbook%3ACarrot_Fufu
Chakalaka (South African Vegetable Stew),,11,7,https://en.wikibooks.org/wiki/Cookbook%3AChakalaka_%28South_African_Vegetable_Stew%29
Cassava Pone,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACassava_Pone
Chapati,Indian,4,7,https://en.wikibooks.org/wiki/Cookbook%3AChapati
Cheese on Toast,,3,4,https://en.wikibooks.org/wiki/Cookbook%3ACheese_on_Toast
Cheesecake Cups,,4,8,https://en.wikibooks.org/wiki/Cookbook%3ACheesecake_Cups
Cheese Puffs (Pão de Queijo),,7,8,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Puffs_%28P%C3%A3o_de_Queijo%29
Chess Pie,,6,7,https://en.wikibooks.org/wiki/Cookbook%3AChess_Pie
Cheese Spread on French Bread,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Spread_on_French_Bread
Cheese Sauce I,,8,3,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Sauce_I
Char Sui (Asian Barbecued Pork),,5,2,https://en.wikibooks.org/wiki/Cookbook%3AChar_Sui_%28Asian_Barbecued_Pork%29
Cherry-Berry Jumble Fruit Pie,,11,9,https://en.wikibooks.org/wiki/Cookbook%3ACherry-Berry_Jumble_Fruit_Pie
Cherry Cobbler in a Crock Pot,American,5,6,https://en.wikibooks.org/wiki/Cookbook%3ACherry_Cobbler_in_a_Crock_Pot
Char Siu (Chinese BBQ pork),Chinese,8,10,https://en.wikibooks.org/wiki/Cookbook%3AChar_Siu_%28Chinese_BBQ_pork%29
Charoset (Maghrebi),,8,3,https://en.wikibooks.org/wiki/Cookbook%3ACharoset_%28Maghrebi%29
Charoset (Iraqi),,4,2,https://en.wikibooks.org/wiki/Cookbook%3ACharoset_%28Iraqi%29
Cheese-Stuffed Crust Pizza,American,8,10,https://en.wikibooks.org/wiki/Cookbook%3ACheese-Stuffed_Crust_Pizza
Cheese Filling for Peynirli Börek,,5,4,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Filling_for_Peynirli_B%C3%B6rek
Cheese Enchilada,,7,6,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Enchilada
Cheese Crisps,,6,6,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Crisps
Cheese Ravioli Filling,,5,2,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Ravioli_Filling
